Readable ID,Firestore ID,Name,Category Level,Display Level,Parent Readable ID,Parent Name,Order,Full Path
what-remained-constant,80NcijqpSLJ2RAyygUwJ,"What remained constant?",3,3,parenthood,"Parenthood",91,"Adulthood > Parenthood > What remained constant?"
how-did-society-evolve,84aeHYimHfMUlEIwGj5V,"How did society evolve?",3,3,parenthood,"Parenthood",82,"Adulthood > Parenthood > How did society evolve?"
what-would-you-do-differently,87etXcHiD98483lskQvZ,"What would you do differently?",3,3,personal,"Personal",23,"THEMES > Personal > What would you do differently?"
what-opportunities-do-you-see,87zXS5JXcxRUlpvENZR0,"What opportunities do you see?",3,3,the-future,"The Future",18,"Adulthood > The Future > What opportunities do you see?"
what-impact-do-you-hope-for,8AzGMLV2d4WOgf28MIGP,"What impact do you hope for?",3,3,the-future,"The Future",8,"Adulthood > The Future > What impact do you hope for?"
what-were-your-disappointments,8D7qaKsRmuf6P3UMxDpP,"What were your disappointments?",3,3,blessings,"Blessings",2,"THEMES > Blessings > What were your disappointments?"
what-savings-strategies-worked,8IFpV7SWLBVTPq7osPXP,"What savings strategies worked?",3,3,financial,"Financial",18,"THEMES > Financial > What savings strategies worked?"
how-has-society-evolved,8JX6MqWK2azYvhGfbXb8,"How has society evolved?",3,3,era-overview,"Era Overview",1,"THEMES > Era Overview > How has society evolved?"
what-dreams-remain,8QwDnMCVwjoqF2JvrkeD,"What dreams remain?",3,3,legacy,"Legacy",6,"THEMES > Legacy > What dreams remain?"
what-economic-or-business,8TOQEzdizG7cN6xj5e9o,"What economic or business events influenced you?",3,3,childhood-reflection,"Childhood Reflection",56,"Preschool > Childhood Reflection > What economic or business events influenced you?"
what-were-the-most-significant,8Tpx5Tc40jeRAHuwA8AS,"What were the most significant challenges you faced and the lessons learned?",3,3,personal-reflection,"Personal Reflection",1,"Adulthood > Personal Reflection > What were the most significant challenges you faced and the lessons learned?"
closing-note-music-and-life,8TrlRUSrAdGTjt6sDisQ,"Closing Note: Music and Life",4,4,what-did-you-listen-to-over,"What did you listen to over the years?",5,"THEMES > Music > What did you listen to over the years? > Closing Note: Music and Life"
adventures,8bXMRxMmMhEIIx8o10TN,"Adventures",2,2,themes,"THEMES",12,"THEMES > Adventures"
what-are-your-strengths,8dJ0nU28Oex7ZLctZO8M,"What are your Strengths",3,3,miscellaneous,"Miscellaneous",33,"THEMES > Miscellaneous > What are your Strengths"
first-detective-show,8kX3eHp0ljhTxowMZmoC,"First Detective Show",4,4,what-stories-do-you-remember,"What stories do you remember about her?",0,"Introduction > My Maternal Grandmother > What stories do you remember about her? > First Detective Show"
constant-competition,8mCFPX1Sy2r3HfYjV0M0,"Constant Competition",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",34,"Preschool > Elementary School > What do you remember outside of school about this time? > Constant Competition"
have-you-known-some-colorful,8rLs5UDbupExSqOQ93tN,"Have you known some colorful characters?",3,3,advice,"Advice",8,"THEMES > Advice > Have you known some colorful characters?"
his-death,8tr6eQ3mxiBLfHLBLLmT,"His Death",4,4,what-stories-do-you-remember,"What stories do you remember about him?",4,"Introduction > My
Paternal Grandfather > What stories do you remember about him? > His Death"
first-dorm,94mO8dXzoJDinbtBJXzF,"First Dorm",4,4,what-memories-do-you-have-of,"What memories do you have of college?",2,"Adulthood > College > What memories do you have of college? > First Dorm"
lawn-service,9AgXyovM0UzKy2XBe4fe,"Lawn Service",4,4,what-were-your-first-odd-jobs,"What were your first odd jobs?",1,"Adulthood > Career > What were your first odd jobs? > Lawn Service"
the-tattle-tail,9DKPAgvdnFJaBbbplTCK,"The Tattle Tail",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",23,"Preschool > Elementary School > What do you remember outside of school about this time? > The Tattle Tail"
richard-nixon-resignation,9F82cJWaEwDIvoFfqZ0H,"Richard Nixon Resignation",4,4,what-cultural-shifts,"What cultural shifts influenced you?",2,"THEMES > Historical Events > What cultural shifts influenced you? > Richard Nixon Resignation"
when-were-you-born,9HuailLidOt4hLOeuEqm,"When were you born?",3,3,my-birth,"My Birth",0,"Introduction > My Birth > When were you born?"
what-major-changes-have-you,9JbOK39u3lY62VIMkX1u,"What major changes have you witnessed?",3,3,era-overview,"Era Overview",0,"THEMES > Era Overview > What major changes have you witnessed?"
like-james,9UT1AjOHfu2CZGU2gk6h,"Like
James?",4,4,what-s-the-story-behind-your,"What�s the story behind your name?",0,"Introduction > My Birth > What�s the story behind your name? > Like
James?"
what-was-your-favorite-player,9Ut5jIxUE5GeqttTY7dE,"What was your favorite player of all time?",3,3,sports,"Sports",4,"THEMES > Sports > What was your favorite player of all time?"
move-in,9Uy6Y66c3TNaPPrDR6g3,"Move-In",4,4,what-memories-do-you-have-of,"What memories do you have of college?",0,"Adulthood > College > What memories do you have of college? > Move-In"
body-surfing,9fW3w0zFjigXpvKoMLyf,"Body Surfing",4,4,vacations,"Vacations",4,"THEMES > Vacations > Body Surfing"
what-values-should-endure,9fmaKyq8tmkphOaRsUUc,"What values should endure?",3,3,the-future,"The Future",12,"Adulthood > The Future > What values should endure?"
earthquake,9iTOXz1vL8xFLfZQCRZy,"Earthquake",4,4,how-did-you-choose-a-major,"How did you choose a major?",16,"Adulthood > Graduate School > How did you choose a major? > Earthquake"
do-you-like-roller-coasters,9kXFhCsEOXIVV0b1ycGh,"Do you like roller coasters?",3,3,miscellaneous,"Miscellaneous",16,"THEMES > Miscellaneous > Do you like roller coasters?"
what-traditions-do-you-share,9pho6ZtUl30HmAaVuXw3,"What traditions do you share?",3,3,parenthood,"Parenthood",105,"Adulthood > Parenthood > What traditions do you share?"
economy-business,9r8IpQkxsyyhXhvzYgTH,"Economy & Business",3,3,childhood-reflection,"Childhood Reflection",55,"Preschool > Childhood Reflection > Economy & Business"
how-did-you-handle-stress,9sPzFuAnBke0nQaLFpr5,"How did you handle stress?",3,3,parenthood,"Parenthood",61,"Adulthood > Parenthood > How did you handle stress?"
what-wisdom-did-you-gain,9wvy5J0fYZz6zDIoZInu,"What wisdom did you gain?",3,3,parenthood,"Parenthood",53,"Adulthood > Parenthood > What wisdom did you gain?"
what-role-did-you-play-in-the,9wwWgc2MjQvvZ1HD35nT,"What role did you play in the family?",3,3,high-school,"High School",27,"Preschool > High School > What role did you play in the family?"
how-did-you-meet-your-wife,A1E6CADZyeEl93kImWHq,"How did you meet your wife?",3,3,relationships,"Relationships",2,"THEMES > Relationships > How did you meet your wife?"
pete-s-drive-in,A1TTYrHvwFaV3sSDhCaO,"Pete�s Drive-In",4,4,did-you-participate-in-high,"Did
you participate in high school sports?",11,"Preschool > High School > Did
you participate in high school sports? > Pete�s Drive-In"
what-was-it-like-being-so,A2QSGFrA5csdikEyHVI9,"What was it like being so close in age?",3,3,my-siblings,"My Siblings",2,"Introduction > My Siblings > What was it like being so close in age?"
what-remains-constant,AB8JM8HTYIU8xNNCDQuF,"What remains constant?",3,3,personal,"Personal",13,"THEMES > Personal > What remains constant?"
1995,AGDftqBz3On8ScCtnVk1,"1995",4,4,the-1990-s,"The 1990�s",5,"The Decades > The 1990�s > 1995"
what-impact-did-he-have-on,AGKXQXrk4Fuvy8ZYqZuP,"What impact did he have on your life?",3,3,my-maternal-grandfather,"My Maternal Grandfather",1,"Introduction > My Maternal Grandfather > What impact did he have on your life?"
how-did-you-relax-recharge,AH2OqWSSxThSDOnDKS6w,"How did you relax/recharge?",3,3,parenthood,"Parenthood",47,"Adulthood > Parenthood > How did you relax/recharge?"
who-was-your-best-boss,AT7uO3HK8GvUybh0KQH0,"Who was your best boss",3,3,career-reflection,"Career Reflection",14,"Adulthood > Career Reflection > Who was your best boss"
o-wah-tay-goo-si-am,ATk1uHJGWQjS8Dd8yqr0,"O Wah Tay Goo Si Am",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",44,"Preschool > Elementary School > What do you remember outside of school about this time? > O Wah Tay Goo Si Am"
what-successes-did-you-have,AYbn45Gc1RbF8OgMo0sY,"What successes did you have?",3,3,career-reflection,"Career Reflection",52,"Adulthood > Career Reflection > What successes did you have?"
what-was-becoming-a,AhKssNsSjrhSPr62XS9f,"What was becoming a grandparent like?",3,3,parenthood,"Parenthood",102,"Adulthood > Parenthood > What was becoming a grandparent like?"
new-friends,AnWFam3ggnM70FndheoF,"New Friends",4,4,what-was-high-school-like,"What was high school like?",0,"Preschool > High School > What was high school like? > New Friends"
what-traditions-endure,ApeJSte7iMJ7kbphjvPl,"What traditions endure?",3,3,era-overview,"Era Overview",10,"THEMES > Era Overview > What traditions endure?"
what-advice-would-you-give,AtVQ3Myb69HUu9TH6nmm,"What advice would you give your great grandchildren?",3,3,advice,"Advice",1,"THEMES > Advice > What advice would you give your great grandchildren?"
career-reflection,AwcWvotYnReqXI3mJcGp,"Career Reflection",2,2,adulthood,"Adulthood",3,"Adulthood > Career Reflection"
1977,Az6FZAQOl7rkNV9uMeJn,"1977",4,4,the-1970-s-economics,"The 1970�s - Economics",7,"The Decades > The 1970�s - Economics > 1977"
how-did-you-measure-success,B43bhV78fi1eyVTDjxBo,"How did you measure success?",3,3,career-reflection,"Career Reflection",60,"Adulthood > Career Reflection > How did you measure success?"
what-principles-guided-choices,B5wSXpva5Rp8sBUJw65L,"What principles guided choices?",3,3,personal,"Personal",7,"THEMES > Personal > What principles guided choices?"
what-was-your-major-and-why,BOkn7P3n49GydczrR9n3,"What was your major and why?",3,3,college,"College",3,"Adulthood > College > What was your major and why?"
what-would-you-do-differently,BRk1cvRhNXIyl03aDyGf,"What would you do differently?",3,3,career-reflection,"Career Reflection",9,"Adulthood > Career Reflection > What would you do differently?"
artificial-intelligence,BRwLGRwWZRBKbqyRpn6y,"Artificial Intelligence",4,4,what-inventions-have-had-the,"What inventions have had the biggest impact
on your day-to-day life?",6,"THEMES > Technology > What inventions have had the biggest impact
on your day-to-day life? > Artificial Intelligence"
did-you-participate-in-high,BSzJc67kbf2UkfCid87t,"Did
you participate in high school sports?",3,3,high-school,"High School",9,"Preschool > High School > Did
you participate in high school sports?"
email,BcBoTYY5LJTV5S7RGifp,"Email",4,4,what-inventions-have-had-the,"What inventions have had the biggest impact
on your day-to-day life?",3,"THEMES > Technology > What inventions have had the biggest impact
on your day-to-day life? > Email"
how-have-family-relationships,Biiue4ulHBDxudHgYgC4,"How have family relationships evolved?",3,3,parenthood,"Parenthood",111,"Adulthood > Parenthood > How have family relationships evolved?"
what-stories-do-you-remember,Bk0dgVS0JqojtLryUx2p,"What stories do you remember about him?",3,3,my-maternal-grandfather,"My Maternal Grandfather",2,"Introduction > My Maternal Grandfather > What stories do you remember about him?"
what-love-surrounds-you,Br2q9wu5ZOlhnP5ptqBe,"What love surrounds you?",3,3,the-future,"The Future",22,"Adulthood > The Future > What love surrounds you?"
beer,BrpxeZP2nXDPaB7VH9ki,"Beer",4,4,favorites,"Favorites",5,"THEMES > Miscellaneous > Favorites > Beer"
what-changes-do-you-seek,Bti2PaQMzrRsZeojJVFZ,"What changes do you seek?",3,3,the-future,"The Future",4,"Adulthood > The Future > What changes do you seek?"
what-was-she-like-when-she-was,Bu5ceHf6hZfO6gpviKMq,"What was she like when she was younger?",3,3,my-mother,"My Mother",3,"Introduction > My Mother > What was she like when she was younger?"
what-activities-did-you,Bva1TZAHARpxGjzdnOSO,"What activities did you participate in outside of college?",3,3,college,"College",7,"Adulthood > College > What activities did you participate in outside of college?"
what-successes-encouraged-you,BxK7zPfcV3Z83smJKMwS,"What successes encouraged you?",3,3,college,"College",26,"Adulthood > College > What successes encouraged you?"
wake-boarding,CBQhm0FlqIABloswm1C0,"Wake Boarding",4,4,vacations,"Vacations",9,"THEMES > Vacations > Wake Boarding"
did-you-ever-have-trouble-at,CHGiboBmt3SItWzucpEZ,"Did you ever have trouble at work?",3,3,career-reflection,"Career Reflection",21,"Adulthood > Career Reflection > Did you ever have trouble at work?"
what-world-or-political-events,CJuhhkVamAK1TtH4UXOV,"What world or political events influenced you?",3,3,childhood-reflection,"Childhood Reflection",52,"Preschool > Childhood Reflection > What world or political events influenced you?"
what-technological-changes,CMi4qyx7TN7Gj9d4qWup,"What technological changes occurred?",3,3,historical-events,"Historical Events",3,"THEMES > Historical Events > What technological changes occurred?"
2010,CNnY2U530uqIWUCjORZS,"2010",4,4,business,"Business",0,"The Decades > The 2010�s > Business > 2010"
elementary-school,CPXSTDDuCznmtxQZYGMt,"Elementary School",2,2,preschool,"Preschool",1,"Preschool > Elementary School"
what-did-you-do-after-school,CSFkmI6dqyFCHOFR78kr,"What did you do after school?",3,3,elementary-school,"Elementary School",18,"Preschool > Elementary School > What did you do after school?"
penny-collection,CTCbSkKQXDhyRJZOseny,"Penny Collection",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",11,"Preschool > Elementary School > What do you remember outside of school about this time? > Penny Collection"
who-influenced-you-most,CXAIVGpVhBqjbkRyCHqB,"Who influenced you most?",3,3,parenthood,"Parenthood",70,"Adulthood > Parenthood > Who influenced you most?"
the-future,CY7cyvyDQYId1iukgCjO,"The Future",2,2,adulthood,"Adulthood",6,"Adulthood > The Future"
what-allergies-do-you-have,CZwcs2XlFnTTyQQndtz0,"What allergies do you have?",3,3,miscellaneous,"Miscellaneous",14,"THEMES > Miscellaneous > What allergies do you have?"
what-was-he-like-when-he-was,CguPKD4ZbjZiHqCLIntK,"What was he like when he was younger?",3,3,my-father,"My Father",3,"Introduction > My Father > What was he like when he was younger?"
what-was-one-of-the-most,Cjq5PGtT4vRlWw5MpkqV,"What was one of the most romantic moments in your life?",3,3,relationships,"Relationships",7,"THEMES > Relationships > What was one of the most romantic moments in your life?"
what-major-career-decisions,CkXX8CAMa7gl2KCRwSWK,"What major career decisions did you face?",3,3,career-reflection,"Career Reflection",34,"Adulthood > Career Reflection > What major career decisions did you face?"
books,CmdgX4X0yVPWyC25tqaz,"Books",2,2,themes,"THEMES",9,"THEMES > Books"
riding-horse,CqiBzRyTUGXbRUnsjVkr,"Riding Horse",4,4,what-do-you-remember-from-this,"What do you remember from this period?",4,"Preschool > What do you remember from this period? > Riding Horse"
the-golf-dream-expired,CuB1KQCmzwa9yEPU3UIH,"The Golf Dream Expired",4,4,did-you-participate-in-high,"Did
you participate in high school sports?",7,"Preschool > High School > Did
you participate in high school sports? > The Golf Dream Expired"
what-family-history-do-you,D3of2iEVUtAru2jDEQ8c,"What family history do you share?",3,3,parenthood,"Parenthood",116,"Adulthood > Parenthood > What family history do you share?"
technology-and-innovation,D4eyAJWcyGmm0aQ8AI49,"Technology and Innovation",3,3,issues,"Issues",11,"THEMES > Issues > Technology and Innovation"
my-only-sport,D5uHAfYJTqxMeJW5AII9,"My Only Sport",4,4,how-have-sports-influenced,"How have sports influenced your life?",8,"THEMES > Sports > How have sports influenced your life? > My Only Sport"
